CoM ID,Common Name,Scientific Name,Genus,Family,Diameter Breast Height,Year Planted,Date Planted,Age Description,Useful Life Expectency,Useful Life Expectency Value,Precinct,Located in,UploadDate,CoordinateLocation,Latitude,Longitude,Easting,Northing
1520729,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.79334526904956, 144.95404601277124)",-37.79334526904956,144.95404601277124,319858.18,5815141.87
1044522,Wirilda,Acacia retinoides,Acacia,Fabaceae,,1998.0,26/11/1998,,,,,Park,24/08/2019,"(-37.78954415818654, 144.95077335106993)",-37.789544158186544,144.9507733510699,319560.75,5815557.35
1663464,Kurrajong,Brachychiton populneus,Brachychiton,Malvaceae,,2017.0,22/05/2017,,,,,Street,24/08/2019,"(-37.80700089291643, 144.94380240127938)",-37.807000892916435,144.94380240127938,318989.5,5813606.76
1068529,Large-fruited Yellow or Blue Gum,Eucalyptus leucoxylon subsp. megalocarpa,Eucalyptus,Myrtaceae,15.0,2007.0,14/05/2007,Semi-Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.827599162664825, 144.90259524674994)",-37.827599162664825,144.90259524674994,315412.89,5811240.38
1044234,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,26/11/1998,,,,,Park,24/08/2019,"(-37.790230663205975, 144.95016161303468)",-37.790230663205975,144.95016161303468,319508.55,5815479.99
1029756,Cyprus Plane,Platanus orientalis,Platanus,Platanaceae,30.0,1997.0,12/08/1997,Semi-Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.82148361025081, 144.96623548225347)",-37.82148361025081,144.96623548225347,320999.52,5812042.9
1028457,London Plane,Platanus x acerifolia,Platanus,Platanaceae,51.0,1997.0,12/02/1997,Mature,6-10 years (>50% canopy),10.0,,Park,24/08/2019,"(-37.8486760129446, 144.98022772664245)",-37.8486760129446,144.98022772664243,322296.44,5809052.19
1649045,Coastal Banksia,Banksia integrifolia,Banksia,Proteaceae,,2017.0,01/03/2017,,,,,Park,24/08/2019,"(-37.8161987296781, 144.93559879659574)",-37.8161987296781,144.93559879659574,318289.8,5812570.18
1064741,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,,2006.0,09/01/2006,,,,,Park,24/08/2019,"(-37.781768309512266, 144.9556823071076)",-37.781768309512266,144.9556823071076,319974.17,5816429.67
1455764,Snow Gum,Eucalyptus pauciflora subsp. pauciflora,Eucalyptus,Myrtaceae,7.0,2010.0,08/09/2010,Juvenile,61+ years,80.0,,Park,24/08/2019,"(-37.82587639504566, 144.96894008858274)",-37.825876395045654,144.96894008858274,321248.19,5811560.63
1456726,Ironbark,Eucalyptus sideroxylon,Eucalyptus,Myrtaceae,19.0,2010.0,11/10/2010,Juvenile,61+ years,80.0,,Street,24/08/2019,"(-37.80160960415356, 144.95287427699728)",-37.80160960415356,144.95287427699728,319775.09,5814222.55
1662666,Grey Sheoak,Casuarina glauca,Casuarina,Casuarinaceae,,2017.0,06/06/2017,,,,,Park,24/08/2019,"(-37.81669355055979, 144.93375369808058)",-37.81669355055979,144.9337536980806,318128.59,5812511.68
1063533,London Plane,Platanus x acerifolia,Platanus,Platanaceae,20.0,2000.0,01/01/2000,Semi-Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.797188236684406, 144.92948126179255)",-37.797188236684406,144.92948126179257,317704.52,5814667.79
1023364,London Plane,Platanus x acerifolia,Platanus,Platanaceae,33.0,1997.0,11/12/1997,Semi-Mature,<1 year,1.0,,Street,24/08/2019,"(-37.810234942338, 144.95852744375873)",-37.810234942338,144.95852744375873,320293.75,5813276.32
1546354,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2013.0,27/06/2013,,,,,Park,24/08/2019,"(-37.78158565859849, 144.95536146712047)",-37.781585658598495,144.95536146712047,319945.47,5816449.32
1520826,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.788383299152926, 144.9519982023964)",-37.788383299152926,144.95199820239642,319665.79,5815688.53
1441620,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,6.0,2010.0,04/03/2010,New,31-60 years,60.0,,Street,24/08/2019,"(-37.7902360002993, 144.9345803512059)",-37.790236000299295,144.9345803512059,318136.46,5815449.19
1524958,Golden Wattle,Acacia pycnantha,Acacia,Fabaceae,,,,,,,,Park,24/08/2019,"(-37.788591000265086, 144.94773119763485)",-37.78859100026509,144.94773119763485,319290.53,5815657.24
1609401,unknown,Brachychiton populneus x acerifolious,Brachychiton,Malvaceae,5.0,2016.0,23/02/2016,,,,,Park,24/08/2019,"(-37.82013586329764, 144.9700976331491)",-37.82013586329764,144.9700976331491,321336.23,5812199.85
1518743,Aleppo Pine,Pinus halepensis,Pinus,Pinaceae,,2012.0,26/10/2012,,,,,Park,24/08/2019,"(-37.786963859501746, 144.95965178525327)",-37.786963859501746,144.95965178525327,320336.35,5815860.78
1675615,Swamp Sheoak,Casuarina obesa,Casuarina,Casuarinaceae,,2017.0,30/10/2017,,,,,Park,24/08/2019,"(-37.79466114654617, 144.91303065434965)",-37.794661146546176,144.91303065434963,316249.73,5814915.99
1527497,Narrow-leaved Bottlebrush,Callistemon linearis,Callistemon,Myrtaceae,,2012.0,27/04/2012,,,,,Park,24/08/2019,"(-37.802807717574446, 144.92498309161655)",-37.80280771757445,144.92498309161655,317322.29,5814035.43
1062823,Pin Oak,Quercus palustris,Quercus,Fagaceae,2.0,2005.0,17/10/2005,Juvenile,61+ years,80.0,,Park,24/08/2019,"(-37.82312396321709, 144.97337130122943)",-37.82312396321709,144.97337130122943,321631.59,5811874.53
1051699,Yellow Gum,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,,1998.0,23/12/1998,,,,,Park,24/08/2019,"(-37.78488997936895, 144.9551571899157)",-37.784889979368955,144.9551571899157,319935.5,5816082.26
1520272,Black Wattle,Acacia mearnsii,Acacia,Fabaceae,,,,,,,,Park,24/08/2019,"(-37.78384711009963, 144.9450124999839)",-37.783847110099636,144.9450124999839,319039.54,5816178.39
1042021,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,19/11/1998,,,,,Park,24/08/2019,"(-37.791342898127404, 144.9505190193753)",-37.79134289812741,144.9505190193753,319542.73,5815357.26
1358476,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,19.0,2009.0,02/07/2009,Semi-Mature,31-60 years,60.0,,Park,24/08/2019,"(-37.819349600526664, 144.94712433001337)",-37.81934960052666,144.94712433001337,319312.08,5812242.9
1523870,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,,2012.0,27/04/2012,,,,,,24/08/2019,"(-37.779610396630524, 144.9398740203613)",-37.77961039663053,144.93987402036132,318576.64,5816638.56
1289532,London Plane,Platanus x acerifolia,Platanus,Platanaceae,16.0,,,Juvenile,31-60 years,60.0,,Street,24/08/2019,"(-37.80763293333984, 144.9435419118509)",-37.807632933339846,144.9435419118509,318968.11,5813536.12
1037033,London Plane,Platanus x acerifolia,Platanus,Platanaceae,104.0,1998.0,29/10/1998,Mature,11-20 years,20.0,,Park,24/08/2019,"(-37.80672420327166, 144.9709926645419)",-37.806724203271656,144.9709926645419,321382.69,5813689.8
1663385,Judas Tree,Cercis siliquastrum,Cercis,Fabaceae,,2017.0,15/05/2017,,,,,Street,24/08/2019,"(-37.826152280546, 144.95891094772918)",-37.826152280546,144.95891094772918,320366.11,5811510.77
1549074,Algerian Oak,Quercus canariensis,Quercus,Fagaceae,,2013.0,13/09/2013,,,,,Street,24/08/2019,"(-37.789115748493096, 144.93456487478025)",-37.789115748493096,144.93456487478025,318132.35,5815573.47
1455565,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,2.0,2010.0,31/08/2010,New,61+ years,80.0,,Park,24/08/2019,"(-37.7998272040674, 144.9409153758169)",-37.7998272040674,144.9409153758169,318717.78,5814397.2
1016858,Broad-leaf Tea-tree,Melaleuca quinquenervia,Melaleuca,Myrtaceae,64.0,1900.0,02/01/2000,Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.79664306258977, 144.93377274211247)",-37.79664306258977,144.93377274211247,318081.06,5814736.65
1455567,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,2.0,2010.0,31/08/2010,New,61+ years,80.0,,Park,24/08/2019,"(-37.79983239989192, 144.94098575986598)",-37.79983239989192,144.94098575986598,318723.99,5814396.76
1525849,Desert Ash,Fraxinus angustifolia,Fraxinus,Oleaceae,,,,,,,,Park,24/08/2019,"(-37.78163554166032, 144.9458707251546)",-37.78163554166032,144.94587072515458,319109.73,5816425.46
1664210,Coastal Banksia,Banksia integrifolia,Banksia,Proteaceae,,2017.0,23/06/2017,,,,,Park,24/08/2019,"(-37.79497778951341, 144.91364952646015)",-37.7949777895134,144.91364952646015,316305.01,5814882.07
1021733,London Plane,Platanus x acerifolia,Platanus,Platanaceae,41.0,1900.0,02/01/2000,Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.797785039119674, 144.9660811222663)",-37.79778503911968,144.9660811222663,320928.68,5814672.34
1742994,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,,2018.0,03/07/2018,,,,,Street,24/08/2019,"(-37.815912789079235, 144.97304382966234)",-37.81591278907924,144.97304382966234,321585.4,5812674.1
1047723,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,12/11/1998,,,,,Park,24/08/2019,"(-37.790311448710305, 144.94432149119328)",-37.79031144871031,144.94432149119328,318994.46,5815459.73
1044216,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,26/11/1998,,,,,Park,24/08/2019,"(-37.79080914244134, 144.94977928559442)",-37.79080914244135,144.94977928559442,319476.29,5815415.06
1358758,London Plane,Platanus x acerifolia,Platanus,Platanaceae,18.0,2009.0,04/07/2009,Semi-Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.8193792792195, 144.9534726305698)",-37.8193792792195,144.95347263056982,319870.97,5812251.87
1050918,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,,1998.0,21/12/1998,,,,,Park,24/08/2019,"(-37.77849999924591, 144.95465432858916)",-37.77849999924591,144.95465432858916,319875.7,5816790.36
1037271,Firewheel Tree,Stenocarpus sinuatus,Stenocarpus,Proteaceae,26.0,1998.0,29/10/1998,Mature,21-30 years,30.0,,Park,24/08/2019,"(-37.80640172948324, 144.96998685599772)",-37.80640172948324,144.96998685599772,321293.36,5813723.66
1044012,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,25/11/1998,,,,,Street,24/08/2019,"(-37.79177083661876, 144.9500771421602)",-37.79177083661876,144.95007714216018,319504.86,5815308.92
1523735,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.78343360505258, 144.94482399742546)",-37.78343360505258,144.94482399742546,319021.93,5816223.91
1025325,London Plane,Platanus x acerifolia,Platanus,Platanaceae,23.0,1997.0,20/11/1997,Semi-Mature,6-10 years (>50% canopy),10.0,,Street,24/08/2019,"(-37.80886456973278, 144.96924015835535)",-37.80886456973278,144.96924015835538,321233.56,5813448.94
1518385,Japanese Zelkova,Zelkova serrata,Zelkova,Ulmaceae,,2012.0,08/10/2012,,,,,Street,24/08/2019,"(-37.794284934418926, 144.95598224711043)",-37.79428493441893,144.95598224711046,320030.96,5815041.33
1357913,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,7.0,2008.0,15/12/2008,Juvenile,21-30 years,30.0,,Street,24/08/2019,"(-37.81347815992999, 144.96210535787984)",-37.81347815992999,144.96210535787984,320616.59,5812923.31
1026261,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,48.0,1997.0,24/11/1997,Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.811144085847054, 144.9901441890074)",-37.811144085847054,144.99014418900742,323079.36,5813235.79
1520144,Black Wattle,Acacia mearnsii,Acacia,Fabaceae,,,,,,,,Park,24/08/2019,"(-37.78373779169031, 144.94528077532087)",-37.783737791690314,144.94528077532087,319062.9,5816191.04
1520387,Black Wattle,Acacia mearnsii,Acacia,Fabaceae,,,,,,,,Park,24/08/2019,"(-37.7843239927827, 144.94486155584647)",-37.7843239927827,144.94486155584647,319027.41,5816125.18
1048477,Wirilda,Acacia retinoides,Acacia,Fabaceae,,1998.0,15/12/1998,,,,,Park,24/08/2019,"(-37.79023912171797, 144.94804432401477)",-37.79023912171797,144.94804432401475,319322.12,5815474.96
1044656,Grey Sheoak,Casuarina glauca,Casuarina,Casuarinaceae,,1998.0,30/11/1998,,,,,Park,24/08/2019,"(-37.78779885158007, 144.94953091427678)",-37.78779885158007,144.94953091427678,319447.09,5815748.62
1492707,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,,2011.0,06/07/2011,,,,,Park,24/08/2019,"(-37.82047309869893, 144.9447743160809)",-37.82047309869893,144.94477431608092,319107.96,5812113.68
1067995,Willow Gum,Eucalyptus scoparia,Eucalyptus,Myrtaceae,17.0,2006.0,16/11/2006,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.79364167366445, 144.95577455410097)",-37.79364167366445,144.95577455410097,320011.11,5815112.31
1440132,Kanooka,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,4.0,2009.0,21/10/2009,New,31-60 years,60.0,,Street,24/08/2019,"(-37.830907326443416, 144.98768234460172)",-37.830907326443416,144.98768234460172,322909.88,5811038.08
1604986,Sheoak,Casuarina unknown,Casuarina,Casuarinaceae,,2015.0,13/11/2015,,,,,Street,24/08/2019,"(-37.788570797641896, 144.90441552957287)",-37.788570797641896,144.90441552957287,315475.96,5815574.84
1046633,Black Wattle,Acacia mearnsii,Acacia,Fabaceae,,1998.0,12/08/1998,,,,,Park,24/08/2019,"(-37.788751331231225, 144.9520546978735)",-37.788751331231225,144.9520546978735,319671.66,5815647.8
1042408,Wirilda,Acacia retinoides,Acacia,Fabaceae,,1998.0,20/11/1998,,,,,Park,24/08/2019,"(-37.79318426444431, 144.9542763298039)",-37.793184264444314,144.95427632980392,319878.07,5815160.18
1038210,Prickly Paperbark,Melaleuca styphelioides,Melaleuca,Myrtaceae,29.0,1998.0,11/05/1998,Semi-Mature,11-20 years,20.0,,Park,24/08/2019,"(-37.78593520436645, 144.96039295301497)",-37.78593520436645,144.96039295301497,320399.13,5815976.35
1520050,Black Wattle,Acacia mearnsii,Acacia,Fabaceae,,,,,,,,Park,24/08/2019,"(-37.78666796557327, 144.94366439030563)",-37.78666796557327,144.94366439030563,318927.7,5815862.76
1605007,,Banksia unknown,Banksia,Proteaceae,,2015.0,01/09/2015,,,,,Park,24/08/2019,"(-37.83074887642434, 144.97515591303082)",-37.830748876424344,144.97515591303082,321807.02,5811031.83
1048790,Willow Bottlebrush,Callistemon salignus,Callistemon,Myrtaceae,,1998.0,15/12/1998,,,,,Park,24/08/2019,"(-37.78968371167829, 144.94668360858006)",-37.78968371167829,144.94668360858006,319200.94,5815533.96
1047293,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,,1998.0,12/11/1998,,,,,Park,24/08/2019,"(-37.78983042735324, 144.94932167778458)",-37.789830427353245,144.94932167778458,319433.61,5815522.78
1015818,Elm,Ulmus unknown,Ulmus,Ulmaceae,73.0,1997.0,10/03/1997,Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.79886101834842, 144.95365214677975)",-37.798861018348425,144.95365214677975,319836.9,5814529.05
1521709,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2012.0,27/04/2012,,,,,Street,24/08/2019,"(-37.78277057374997, 144.9434848071371)",-37.782770573749964,144.94348480713708,318902.37,5816294.89
1635856,River Sheoak,Casuarina cunninghamiana,Casuarina,Casuarinaceae,,2016.0,28/06/2016,,,,,Park,24/08/2019,"(-37.8114481540893, 144.93536480231703)",-37.8114481540893,144.93536480231703,318257.55,5813096.88
1510248,London Plane,Platanus x acerifolia,Platanus,Platanaceae,,2012.0,13/06/2012,,,,,Street,24/08/2019,"(-37.8120027171454, 144.94847001073757)",-37.8120027171454,144.94847001073757,319412.63,5813060.76
1358552,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,,2009.0,04/07/2009,,,,,Street,24/08/2019,"(-37.820672852805636, 144.95230290010176)",-37.820672852805636,144.95230290010176,319771.15,5812106.07
1287023,Dutch Elm,Ulmus x hollandica,Ulmus,Ulmaceae,5.0,,,Juvenile,61+ years,80.0,,Park,24/08/2019,"(-37.80699180996085, 144.97003328080973)",-37.80699180996085,144.97003328080973,321298.87,5813658.27
1512607,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,,2012.0,31/07/2012,,,,,Park,24/08/2019,"(-37.782369997853756, 144.9460100355126)",-37.782369997853756,144.9460100355126,319123.79,5816344.23
1015730,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,45.0,1997.0,10/02/1997,Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.79213126346166, 144.94577674969787)",-37.792131263461656,144.94577674969787,319127.05,5815260.61
1763752,Boobialla,Myoporum insulare,Myoporum,Scrophulariaceae,,2019.0,13/06/2019,,,,,Park,24/08/2019,"(-37.80313953547739, 144.92852036050243)",-37.80313953547739,144.92852036050243,317634.55,5814005.52
1288273,Callery Pear,Pyrus calleryana,Pyrus,Rosaceae,10.0,2008.0,30/06/2008,Juvenile,21-30 years,30.0,,Street,24/08/2019,"(-37.80288544178044, 144.95403308414376)",-37.80288544178044,144.95403308414376,319880.22,5814083.21
1663356,Simon Poplar,Populus simonii,Populus,Salicaceae,,2017.0,11/05/2017,,,,,Street,24/08/2019,"(-37.809054761452906, 144.95907324779648)",-37.809054761452906,144.95907324779648,320338.94,5813408.33
1754815,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,,2019.0,12/04/2019,,,,,Park,24/08/2019,"(-37.78560918642893, 144.9437064575938)",-37.78560918642893,144.9437064575938,318928.82,5815980.33
1744750,Japanese Zelkova,Zelkova serrata,Zelkova,Ulmaceae,,2018.0,07/09/2018,,,,,Street,24/08/2019,"(-37.80029396744334, 144.94482317857424)",-37.800293967443345,144.94482317857427,319063.0,5814352.98
1584716,Swamp Sheoak,Casuarina obesa,Casuarina,Casuarinaceae,,2015.0,18/06/2015,,,,,Park,24/08/2019,"(-37.79512357244202, 144.9522681483454)",-37.79512357244202,144.9522681483454,319705.95,5814941.11
1061436,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,22.0,2000.0,01/01/2000,Semi-Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.80815154523669, 144.95366965147522)",-37.80815154523669,144.95366965147522,319861.02,5813498.15
1067753,London Plane,Platanus x acerifolia,Platanus,Platanaceae,12.0,2006.0,06/11/2006,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.79350838583885, 144.9171038598)",-37.793508385838855,144.9171038598,316605.55,5815051.91
1634678,Melbourne Yellow-Gum,Eucalyptus leucoxylon subsp. connata,Eucalyptus,Myrtaceae,,2016.0,20/06/2016,,,,,Street,24/08/2019,"(-37.77969103568499, 144.94926131486986)",-37.77969103568499,144.9492613148699,319403.61,5816647.79
1520258,Black Wattle,Acacia mearnsii,Acacia,Fabaceae,,,,,,,,Park,24/08/2019,"(-37.78363670697229, 144.945685305915)",-37.78363670697229,144.945685305915,319098.28,5816203.04
1055845,Peppercorn Tree,Schinus molle,Schinus,Anacardiaceae,24.0,1900.0,01/01/2000,Semi-Mature,61+ years,80.0,,Park,24/08/2019,"(-37.793103362875705, 144.97471148768318)",-37.793103362875705,144.97471148768318,321677.34,5815208.35
1456740,Large-fruited Yellow or Blue Gum,Eucalyptus leucoxylon subsp. megalocarpa,Eucalyptus,Myrtaceae,9.0,2010.0,11/10/2010,Juvenile,61+ years,80.0,,Street,24/08/2019,"(-37.80322619164483, 144.9525821529238)",-37.803226191644825,144.9525821529238,319753.3,5814042.6
1026254,Pin Oak,Quercus palustris,Quercus,Fagaceae,26.0,1997.0,24/11/1997,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.81097796652834, 144.98968831281866)",-37.81097796652834,144.98968831281866,323038.83,5813253.36
1019067,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,4.0,1997.0,27/10/1997,New,61+ years,80.0,,Street,24/08/2019,"(-37.80844078021099, 144.92438083146462)",-37.808440780210994,144.92438083146465,317283.15,5813409.17
1027733,Huntingdon Elm,Ulmus x hollandica,Ulmus,Ulmaceae,53.0,1997.0,12/01/1997,Mature,1-5 years,5.0,,Park,24/08/2019,"(-37.825309935636426, 144.97246520321568)",-37.82530993563642,144.9724652032157,321557.1,5811630.23
1526454,Wirilda,Acacia retinoides,Acacia,Fabaceae,,,,,,,,Park,24/08/2019,"(-37.79653842093726, 144.91599483333036)",-37.79653842093726,144.9159948333304,316515.39,5814713.5
1058515,Elm,Ulmus unknown,Ulmus,Ulmaceae,98.0,1998.0,16/10/1998,Mature,11-20 years,20.0,,Park,24/08/2019,"(-37.812440471520574, 144.982121445722)",-37.812440471520574,144.98212144572202,322376.18,5813076.71
1052225,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,,1998.0,30/12/1998,,,,,Park,24/08/2019,"(-37.78391232120326, 144.95592730968502)",-37.78391232120325,144.95592730968505,320000.95,5816192.23
1052162,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,,1998.0,30/12/1998,,,,,Park,24/08/2019,"(-37.784068630727816, 144.9563972942279)",-37.78406863072781,144.9563972942279,320042.72,5816175.79
1744902,Kurrajong,Brachychiton populneus,Brachychiton,Malvaceae,,2018.0,18/09/2018,,,,,Street,24/08/2019,"(-37.79774895083859, 144.92615257626542)",-37.797748950838596,144.92615257626542,317412.8,5814599.07
1520101,Black Wattle,Acacia mearnsii,Acacia,Fabaceae,,,,,,,,Park,24/08/2019,"(-37.783798796981905, 144.94543033125265)",-37.783798796981905,144.94543033125262,319076.22,5816184.56
1731718,Brown Pine,Podocarpus elatus,Podocarpus,Podocarpaceae,,2018.0,18/04/2018,,,,,Street,24/08/2019,"(-37.82431217943585, 144.94030314875405)",-37.82431217943585,144.94030314875403,318723.78,5811679.0
1439732,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,10.0,2009.0,03/12/2009,Juvenile,61+ years,80.0,,Park,24/08/2019,"(-37.81950239367639, 144.9758013844582)",-37.81950239367639,144.97580138445818,321836.78,5812281.04
1494155,Canary Island Pine,Pinus canariensis,Pinus,Pinaceae,,2011.0,06/10/2011,,,,,Street,24/08/2019,"(-37.82878439824808, 144.97203503972412)",-37.828784398248075,144.97203503972412,321527.61,5811243.86
1025458,London Plane,Platanus x acerifolia,Platanus,Platanaceae,18.0,1997.0,20/11/1997,Semi-Mature,1-5 years (<50% canopy),5.0,,Street,24/08/2019,"(-37.813779221310575, 144.97275935990513)",-37.813779221310575,144.97275935990513,321555.22,5812910.31
1525036,Golden Wattle,Acacia pycnantha,Acacia,Fabaceae,,,,,,,,Park,24/08/2019,"(-37.78721393282467, 144.94840485320478)",-37.78721393282467,144.94840485320478,319346.5,5815811.35
1441490,Red Box,Eucalyptus polyanthemos,Eucalyptus,Myrtaceae,4.0,2010.0,15/03/2010,Juvenile,1-5 years (>50% canopy),5.0,,Park,24/08/2019,"(-37.827505864001964, 144.9542236160411)",-37.82750586400197,144.95422361604108,319956.83,5811351.54
1022673,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,,1997.0,11/10/1997,,,,,Street,24/08/2019,"(-37.80425693371628, 144.96181210158576)",-37.80425693371628,144.96181210158576,320568.45,5813945.99
1043163,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1900.0,02/01/2000,,,,,Park,24/08/2019,"(-37.79276431535219, 144.95058580619877)",-37.79276431535219,144.95058580619875,319552.07,5815199.66
1525083,Golden Wattle,Acacia pycnantha,Acacia,Fabaceae,,,,,,,,Park,24/08/2019,"(-37.78043077795333, 144.94881939893196)",-37.78043077795333,144.94881939893196,319366.49,5816564.85
1289034,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,17.0,2008.0,23/01/2008,Semi-Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.82847352348101, 144.90163213677738)",-37.82847352348101,144.90163213677738,315330.3,5811141.45
1358791,Tuckeroo,Cupaniopsis anacardioides,Cupaniopsis,Sapindaceae,,2009.0,04/07/2009,,,,,Park,24/08/2019,"(-37.82009700375076, 144.94652833364037)",-37.82009700375076,144.94652833364037,319261.44,5812158.81
1520699,Black Wattle,Acacia mearnsii,Acacia,Fabaceae,,,,,,,,Park,24/08/2019,"(-37.78195353747, 144.94022385181816)",-37.78195353747,144.94022385181816,318613.18,5816379.23
1045843,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,12/03/1998,,,,,Park,24/08/2019,"(-37.78936789362648, 144.9569722681967)",-37.789367893626476,144.95697226819667,320106.21,5815588.86
1565136,Desert Ash,Fraxinus angustifolia,Fraxinus,Oleaceae,,2014.0,08/07/2014,,,,,Street,24/08/2019,"(-37.794540728483895, 144.9205641090533)",-37.794540728483895,144.92056410905332,316912.8,5814944.14
1456076,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,21.0,2010.0,10/09/2010,Semi-Mature,61+ years,80.0,,Park,24/08/2019,"(-37.819777572228894, 144.960753016997)",-37.8197775722289,144.960753016997,320512.8,5812221.69
1583117,Chinese Windmill Palm,Trachycarpus fortunei,Trachycarpus,Arecaceae,,2015.0,08/05/2015,,,,,Park,24/08/2019,"(-37.813497524763314, 144.98030106128073)",-37.813497524763314,144.98030106128073,322218.46,5812955.95
1649057,Dwarf lemon scented gum,Corymbia citriodora,Corymbia,Myrtaceae,,2017.0,01/03/2017,,,,,Park,24/08/2019,"(-37.81586049929428, 144.9345801693422)",-37.81586049929428,144.93458016934218,318199.3,5812605.73
1027149,Elm,Ulmus unknown,Ulmus,Ulmaceae,79.0,1997.0,27/11/1997,Over-mature,1-5 years (<50% canopy),5.0,,Street,24/08/2019,"(-37.82291835233684, 144.98796503179187)",-37.82291835233684,144.98796503179187,322915.66,5811925.12
1731806,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,,2018.0,24/04/2018,,,,,Street,24/08/2019,"(-37.80585513111109, 144.90962182361613)",-37.805855131111095,144.90962182361613,315977.35,5813667.12
1527429,Black Tea Tree,Melaleuca bracteata,Melaleuca,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.79161351844207, 144.95639450839306)",-37.79161351844207,144.95639450839306,320060.78,5815338.56
1052975,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,,1999.0,01/08/1999,,,,,Park,24/08/2019,"(-37.78163186795399, 144.95256926876218)",-37.78163186795399,144.95256926876218,319699.67,5816438.81
1064671,Large-fruited Yellow or Blue Gum,Eucalyptus leucoxylon subsp. megalocarpa,Eucalyptus,Myrtaceae,,2006.0,09/01/2006,,,,,Park,24/08/2019,"(-37.78653217966315, 144.95663601833112)",-37.78653217966315,144.95663601833112,320069.72,5815902.88
1522162,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2012.0,27/04/2012,,,,,Park,24/08/2019,"(-37.7827431886429, 144.94273718419558)",-37.7827431886429,144.9427371841956,318836.46,5816296.48
1037565,English Elm,Ulmus procera,Ulmus,Ulmaceae,74.0,1998.0,30/10/1998,Over-mature,1-5 years (<50% canopy),5.0,,Park,24/08/2019,"(-37.8028822079727, 144.96546642464722)",-37.8028822079727,144.96546642464722,320886.87,5814105.55
